,avg_domain_token_length,avg_path_token,avg_token_length,count_of_@,count_of_do,count_of_dot,count_of_exe,count_of_hyphen,count_of_redirect,domain_token_count,google,https,ip_consist,label,largest_domain,largest_path,largest_token,length_of_domain,not_port_80,path_token_count,rank_host,token_count
31,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,7.0,14.0,0.0,0.0,0.0,4.0
32,4.0,3.5,3.8,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,4.0,5.0,9.0,0.0,2.0,0.0,5.0
33,5.5,6.666666666666667,6.111111111111111,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,11.0,11.0,12.0,0.0,6.0,0.0,9.0
34,7.0,3.0,5.25,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,3.0,11.0,15.0,0.0,1.0,0.0,4.0
35,4.25,5.75,5.153846153846154,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,10.0,10.0,20.0,0.0,8.0,0.0,13.0
36,5.75,4.0,13.454545454545455,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,13.0,5.0,100.0,26.0,0.0,3.0,0.0,11.0
37,2.25,10.5,4.857142857142857,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,15.0,15.0,12.0,0.0,2.0,0.0,7.0
38,14.5,3.5,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,26.0,7.0,26.0,30.0,0.0,6.0,0.0,9.0
39,9.5,7.4,6.6,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,16.0,17.0,17.0,20.0,0.0,5.0,0.0,10.0
40,9.0,5.25,6.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,15.0,8.0,15.0,19.0,0.0,4.0,0.0,7.0
41,6.0,5.25,5.375,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,14.0,8.0,14.0,20.0,0.0,4.0,0.0,8.0
42,5.5,6.0,5.571428571428571,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,8.0,9.0,12.0,0.0,4.0,0.0,7.0
43,3.6666666666666665,6.5,4.666666666666667,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,7.0,7.0,13.0,0.0,2.0,0.0,6.0
44,4.666666666666667,5.166666666666667,4.9,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,9.0,8.0,9.0,16.0,0.0,6.0,0.0,10.0
45,7.0,5.333333333333333,5.555555555555555,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,7.0,11.0,15.0,0.0,6.0,0.0,9.0
46,4.25,5.0,8.23076923076923,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,9.0,30.0,20.0,0.0,4.0,0.0,13.0
47,5.0,4.666666666666667,4.714285714285714,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,6.0,10.0,17.0,0.0,3.0,0.0,7.0
48,12.5,5.2,5.111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,22.0,6.0,22.0,26.0,0.0,5.0,0.0,18.0
49,12.5,6.0,8.75,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,22.0,6.0,22.0,26.0,0.0,1.0,0.0,4.0
50,9.666666666666666,7.555555555555555,7.769230769230769,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,16.0,16.0,16.0,31.0,0.0,9.0,0.0,13.0
51,6.5,8.0,6.333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,12.0,8.0,12.0,29.0,0.0,1.0,0.0,6.0
52,3.6666666666666665,4.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,7.0,7.0,13.0,0.0,8.0,0.0,12.0
53,5.0,15.25,10.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,52.0,52.0,17.0,0.0,4.0,0.0,8.0
54,5.0,3.4,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,5.0,9.0,17.0,0.0,5.0,0.0,9.0
55,2.5,6.5,3.857142857142857,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,10.0,10.0,13.0,0.0,2.0,0.0,7.0
56,7.666666666666667,10.0,7.833333333333333,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,13.0,17.0,17.0,25.0,0.0,2.0,0.0,6.0
57,2.5,5.0,3.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,6.0,0.0,1.0,0.0,4.0
58,7.666666666666667,5.75,6.25,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,17.0,7.0,17.0,25.0,0.0,4.0,0.0,8.0
59,4.333333333333333,6.6,5.928571428571429,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,11.0,11.0,15.0,0.0,10.0,0.0,14.0
60,5.0,5.0,4.875,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,11.0,0.0,5.0,0.0,8.0
61,5.0,7.0,5.25,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,11.0,0.0,1.0,0.0,4.0
62,2.6666666666666665,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,3.0,5.0,10.0,0.0,1.0,0.0,13.0
63,6.0,3.6666666666666665,4.875,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,10.0,6.0,10.0,27.0,0.0,3.0,0.0,8.0
64,8.0,7.0,6.857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,15.0,15.0,17.0,0.0,4.0,0.0,7.0
65,6.714285714285714,5.333333333333333,6.44,0.0,0.0,21.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,23.0,8.0,23.0,161.0,0.0,3.0,0.0,25.0
66,8.0,0.0,6.666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,17.0,0.0,0.0,0.0,3.0
67,5.0,7.0,5.6,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,8.0,8.0,11.0,0.0,2.0,0.0,5.0
68,5.666666666666667,2.0,4.166666666666667,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,3.0,11.0,19.0,0.0,2.0,0.0,6.0
69,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,17.0,0.0,0.0,0.0,4.0
70,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,10.0,17.0,0.0,0.0,0.0,4.0
71,3.0,6.8,7.333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,9.0,31.0,7.0,0.0,5.0,0.0,12.0
72,2.6666666666666665,6.5,5.1,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,4.0,11.0,11.0,10.0,0.0,6.0,0.0,10.0
73,4.333333333333333,7.125,6.166666666666667,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,7.0,11.0,11.0,15.0,0.0,8.0,0.0,12.0
74,9.5,4.5,6.4,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,16.0,6.0,16.0,20.0,0.0,2.0,0.0,5.0
75,9.0,0.0,7.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,22.0,0.0,22.0,29.0,0.0,0.0,0.0,4.0
76,5.0,7.0,5.25,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,11.0,0.0,1.0,0.0,4.0
77,5.333333333333333,17.5,9.166666666666666,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,10.0,32.0,32.0,18.0,0.0,2.0,0.0,6.0
78,4.5,4.0,4.1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,9.0,9.0,10.0,0.0,7.0,0.0,10.0
79,7.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,11.0,4.0,11.0,15.0,0.0,3.0,0.0,6.0
80,4.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,5.0,7.0,14.0,0.0,3.0,0.0,7.0
81,3.0,4.875,4.333333333333333,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,13.0,13.0,11.0,0.0,8.0,0.0,12.0
82,5.5,4.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0,4.0,10.0,25.0,0.0,1.0,0.0,6.0
83,5.0,5.0,4.916666666666667,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,7.0,8.0,11.0,0.0,9.0,0.0,12.0
84,5.0,5.333333333333333,5.166666666666667,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,7.0,8.0,11.0,0.0,9.0,0.0,12.0
85,2.0,6.8,4.888888888888889,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,16.0,16.0,8.0,0.0,5.0,0.0,9.0
86,6.333333333333333,4.0,4.7,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,14.0,5.0,14.0,21.0,0.0,6.0,0.0,10.0
87,10.5,3.0,5.666666666666667,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,18.0,3.0,18.0,22.0,0.0,3.0,0.0,6.0
88,3.0,3.0,3.2,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,11.0,0.0,1.0,0.0,5.0
89,4.0,5.5,4.6,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,8.0,8.0,9.0,0.0,2.0,0.0,5.0
90,5.25,3.5,14.12,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,5.0,88.0,24.0,0.0,2.0,0.0,25.0
91,5.666666666666667,21.333333333333332,12.142857142857142,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,52.0,52.0,19.0,0.0,3.0,0.0,7.0
92,8.5,5.166666666666667,6.916666666666667,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,14.0,12.0,17.0,18.0,0.0,6.0,0.0,12.0
93,8.0,5.0,5.714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,7.0,13.0,17.0,0.0,4.0,0.0,7.0
94,12.0,8.142857142857142,8.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,21.0,32.0,32.0,25.0,0.0,7.0,0.0,10.0
95,5.0,3.6666666666666665,4.285714285714286,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,10.0,6.0,10.0,17.0,0.0,3.0,0.0,7.0
96,8.5,5.6,6.125,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,14.0,12.0,14.0,18.0,0.0,5.0,0.0,8.0
97,4.5,11.4,8.75,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,16.0,16.0,10.0,0.0,5.0,0.0,8.0
98,10.25,4.25,6.888888888888889,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,19.0,7.0,19.0,44.0,0.0,4.0,0.0,9.0
99,4.666666666666667,4.833333333333333,4.7,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,9.0,6.0,9.0,16.0,0.0,6.0,0.0,10.0
100,5.0,0.0,4.75,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,17.0,0.0,0.0,0.0,4.0
101,4.0,13.333333333333334,7.111111111111111,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,9.0,32.0,32.0,24.0,0.0,3.0,0.0,9.0
102,4.666666666666667,5.0,4.6,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,5.0,9.0,16.0,0.0,1.0,0.0,5.0
103,4.0,13.333333333333334,7.111111111111111,0.0,0.0,3.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,9.0,32.0,32.0,24.0,0.0,3.0,0.0,9.0
104,5.333333333333333,9.142857142857142,7.636363636363637,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,10.0,20.0,20.0,18.0,0.0,7.0,0.0,11.0
105,7.5,4.0,6.333333333333333,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,13.0,4.0,13.0,33.0,0.0,1.0,0.0,6.0
106,7.5,4.0,6.333333333333333,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,13.0,4.0,13.0,33.0,0.0,1.0,0.0,6.0
107,10.5,8.0,8.166666666666666,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,18.0,16.0,18.0,22.0,0.0,3.0,0.0,6.0
108,3.5,6.666666666666667,10.4,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,9.0,28.0,8.0,0.0,3.0,0.0,10.0
109,4.333333333333333,0.0,4.25,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,15.0,0.0,0.0,0.0,4.0
110,11.0,5.428571428571429,5.857142857142857,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,19.0,7.0,19.0,23.0,0.0,7.0,0.0,14.0
111,11.0,5.428571428571429,6.214285714285714,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,19.0,7.0,19.0,23.0,0.0,7.0,0.0,14.0
112,11.0,5.428571428571429,6.642857142857143,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,19.0,7.0,19.0,23.0,0.0,7.0,0.0,14.0
113,11.0,5.428571428571429,5.8,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,19.0,7.0,19.0,23.0,0.0,7.0,0.0,15.0
114,10.0,3.0,7.4,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,21.0,3.0,21.0,32.0,0.0,1.0,0.0,5.0
115,5.0,3.3333333333333335,4.090909090909091,1.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,5.0,6.0,17.0,0.0,3.0,0.0,11.0
116,5.0,5.4,5.111111111111111,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,9.0,7.0,9.0,17.0,0.0,5.0,0.0,9.0
117,4.333333333333333,5.333333333333333,4.714285714285714,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,7.0,8.0,15.0,0.0,3.0,0.0,7.0
118,8.333333333333334,4.5,6.333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,19.0,6.0,19.0,27.0,0.0,2.0,0.0,6.0
119,4.666666666666667,4.0,4.285714285714286,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,6.0,16.0,0.0,3.0,0.0,7.0
120,7.333333333333333,3.75,5.125,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,13.0,5.0,13.0,24.0,0.0,4.0,0.0,8.0
121,4.0,5.0,4.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,9.0,9.0,9.0,0.0,5.0,0.0,10.0
122,4.5,5.666666666666667,4.75,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,8.0,8.0,10.0,0.0,3.0,0.0,8.0
123,4.666666666666667,6.0,5.25,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,10.0,10.0,16.0,0.0,4.0,0.0,8.0
124,5.666666666666667,2.6666666666666665,3.7,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,5.0,11.0,19.0,0.0,6.0,0.0,10.0
125,4.666666666666667,5.6,5.076923076923077,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,9.0,9.0,16.0,0.0,5.0,0.0,13.0
126,4.666666666666667,5.6,5.461538461538462,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,9.0,13.0,16.0,0.0,5.0,0.0,13.0
127,4.666666666666667,5.6,5.285714285714286,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,9.0,11.0,16.0,0.0,5.0,0.0,14.0
128,8.5,6.666666666666667,6.833333333333333,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,14.0,12.0,14.0,18.0,0.0,3.0,0.0,6.0
129,9.0,4.0,6.142857142857143,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,13.0,5.0,13.0,29.0,0.0,3.0,0.0,7.0
130,7.5,4.0,5.75,0.0,0.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,13.0,5.0,13.0,33.0,0.0,3.0,0.0,8.0
131,4.5,5.0,4.75,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,5.0,6.0,10.0,0.0,1.0,0.0,4.0
132,11.666666666666666,1.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,21.0,1.0,21.0,37.0,0.0,1.0,0.0,6.0
133,4.5,2.2,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,4.0,6.0,10.0,0.0,5.0,0.0,8.0
134,7.2,2.5,5.625,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,14.0,4.0,14.0,40.0,0.0,2.0,0.0,8.0
135,5.0,10.5,6.777777777777778,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,11.0,13.0,11.0,0.0,2.0,0.0,9.0
136,4.5,5.666666666666667,4.875,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,8.0,8.0,10.0,0.0,3.0,0.0,8.0
137,9.5,4.0,6.75,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,16.0,4.0,16.0,20.0,0.0,1.0,0.0,4.0
138,4.5,8.0,5.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,8.0,8.0,10.0,0.0,1.0,0.0,4.0
139,8.5,4.25,4.75,1.0,0.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,14.0,5.0,17.0,18.0,0.0,4.0,0.0,48.0
140,6.0,5.571428571428571,5.5,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,9.0,9.0,13.0,0.0,7.0,0.0,10.0
141,4.5,2.2,5.9,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,4.0,32.0,10.0,0.0,5.0,0.0,10.0
142,3.3333333333333335,2.2,5.454545454545454,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,6.0,4.0,32.0,12.0,0.0,5.0,0.0,11.0
143,5.0,5.5,10.23076923076923,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,10.0,64.0,11.0,0.0,4.0,0.0,13.0
144,5.5,8.5,6.142857142857143,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,8.0,9.0,9.0,25.0,0.0,2.0,0.0,7.0
